iter	RMSE
155	0.314224555
156	0.314131488
157	0.3140285779
158	0.3138776533
159	0.3137074805
160	0.3136060944
161	0.3134655506
162	0.3133112228
163	0.3132195187
164	0.313119348
165	0.3128958162
166	0.3127104507
167	0.3126192402
168	0.3125486566
169	0.3124349525
170	0.3123670208
171	0.3121743483
172	0.312091232
173	0.3119895749
174	0.3118947661
175	0.3117648621
176	0.3116643139
177	0.3115806958
178	0.3114531546
179	0.3112964868
180	0.3112128936
181	0.3110813162
182	0.3109755589
183	0.3108546629
184	0.3107975776
185	0.3106886233
186	0.3105714432
187	0.3105023334
188	0.3104311337
189	0.310095144
190	0.3100339
191	0.3099003518
192	0.3097914015
193	0.3096769924
194	0.3096199284
195	0.3095489834
196	0.3094665977
197	0.3093871858
198	0.3092268349
199	0.3091328557
200	0.3090460695
201	0.3089382688
202	0.3088797565
203	0.3088028193
204	0.3087190935
205	0.3085813121
206	0.3084809085
207	0.3083215003
208	0.3082335888
209	0.3081448025
210	0.3080839929
211	0.3079649636
212	0.3078252288
213	0.3077385955
214	0.3075915685
215	0.307477093
216	0.3073624421
217	0.3072273283
218	0.3071537893
219	0.3070629498
220	0.3069831724
221	0.3068538087
222	0.306776964
223	0.3067118894
224	0.3065861892
225	0.3064988952
226	0.3064226517
227	0.3062924675
228	0.306220826
229	0.3061201489
230	0.3060503803
231	0.3059541326
232	0.3058878797
233	0.3058350151
234	0.3057533489
235	0.305674808
236	0.3056090208
237	0.3055476622
238	0.3054529754
239	0.3053900365
240	0.3053015665
241	0.3051255893
242	0.3050519143
243	0.3049198995
244	0.3048651151
245	0.3047988856
246	0.304715351
247	0.3045985206
248	0.3044867173
249	0.3044275509
250	0.3043605938
251	0.3042461736
252	0.3040409725
253	0.30389821
254	0.3038261421
255	0.3037446617
256	0.3036411085
257	0.3035385401
258	0.3034462153
259	0.3033761881
260	0.3032595219
261	0.3032038493
262	0.3030593436
263	0.3029945221
264	0.302854912
265	0.3027479548
266	0.3026587632
267	0.3025901128
268	0.3025275261
269	0.3024396622
270	0.3024014914
271	0.3023075266
272	0.3022240958
273	0.3021463082
274	0.3020983229
275	0.3020491501
276	0.3019552151
277	0.3018862664
278	0.3018494271
279	0.301767466
280	0.3016693105
281	0.3015963567
282	0.3015139417
283	0.301385567
284	0.3013127886
285	0.3011441921
286	0.3010848019
287	0.3009847394
288	0.3009111606
289	0.3008480925
290	0.3007690371
291	0.3007029723
292	0.3006264621
293	0.3005189698
294	0.300448108
295	0.3003613751
296	0.3002972092
297	0.3002562609
298	0.3002032512
299	0.3001386229
300	0.3000220342
301	0.2999534827
302	0.2998919437
303	0.2998001652
304	0.2997470599
305	0.2996399931
306	0.2995350787
307	0.2994867743
308	0.2993999246
309	0.2993398258
310	0.2992660491
311	0.2990980102
312	0.2990074067
313	0.2989270074
314	0.2988536271
315	0.298800018
316	0.2987314295
317	0.2986829774
318	0.2986052734
319	0.2985591224
320	0.2984927744
321	0.2984523338
322	0.2983907411
323	0.2983237179
324	0.2982761439
325	0.2982240708
326	0.2981666919
327	0.2981064632
328	0.2980333722
329	0.2979857874
330	0.2979123524
331	0.2978510285
332	0.2977950515
333	0.2977055131
334	0.2976632304
335	0.2976144284
336	0.2975735278
337	0.2975024662
338	0.2974273443
339	0.2973738175
340	0.297267782
341	0.2971753826
342	0.2970903358
343	0.2970121015
344	0.2969486635
345	0.2968364826
346	0.2967548595
347	0.2966791081
348	0.2965817923
349	0.2965018637
350	0.296413481
351	0.2963604394
352	0.2963137647
353	0.2962375754
354	0.2961622421
355	0.2960926289
356	0.2960222214
357	0.2959315016
358	0.2958480177
359	0.295803566
360	0.2957436089
361	0.2956844172
362	0.295638628
363	0.2955609762
364	0.2955166629
365	0.2954674071
366	0.2954053427
367	0.2953442821
368	0.2952749321
369	0.2952264666
370	0.2951852432
371	0.2951336722
372	0.2950771645
373	0.2950370414
374	0.2949922457
375	0.2949438082
376	0.2948574778
377	0.2947539145
378	0.2947249904
379	0.2946860833
380	0.294523653
381	0.2944681688
382	0.2944039066
383	0.2943626271
384	0.2943138046
385	0.2942627714
386	0.2941821518
387	0.2941129801
388	0.2940173052
389	0.2939573493
390	0.2938456044
391	0.2937970918
392	0.293748656
393	0.2936711511
394	0.2936166745
395	0.2935424723
396	0.2935127165
397	0.293475192
398	0.2934172218
399	0.2933851929
400	0.2933224612
401	0.2932644291
402	0.293204335
403	0.2931573732
404	0.2930429146
405	0.2929576053
406	0.2928941332
407	0.2928708468
408	0.2928099396
409	0.2927603891
410	0.2927188274
411	0.2926595516
412	0.292605215
413	0.2925502071
414	0.2925098974
415	0.292396362
416	0.2922668463
417	0.2922072152
418	0.2921211723
419	0.2920818009
420	0.2920343683
421	0.2919695421
422	0.2919008832
423	0.2918339989
424	0.2917559974
425	0.291649742
426	0.2915489897
427	0.2915213922
428	0.2914044495
429	0.2913508378
430	0.2912846743
431	0.2912285421
432	0.2911483525
433	0.2911023509
434	0.2910330047
435	0.2909592611
436	0.290919564
437	0.2908555649
438	0.2908154661
439	0.2907415379
440	0.290653814
441	0.2906124026
442	0.2905676199
443	0.2905222105
444	0.2904469075
445	0.2903866215
446	0.2903289464
447	0.2902217827
448	0.2901601645
449	0.2900833524
450	0.2900542998
451	0.2899970684
452	0.2899255392
453	0.28989457
454	0.2898419608
455	0.2898208352
456	0.2897617264
457	0.2897197364
458	0.2896829982
459	0.2896536941
460	0.289528029
461	0.289506362
462	0.2894735608
463	0.2893939482
464	0.2893044924
465	0.2892704454
466	0.2891965453
467	0.2891646282
468	0.2891273952
469	0.2890785583
470	0.289050404
471	0.2889630502
472	0.2889141997
473	0.2888391577
474	0.2887922629
475	0.2887525937
476	0.2886631176
477	0.2886317112
478	0.2885585725
479	0.2885273586
480	0.2883556929
481	0.2883365976
482	0.2883157271
483	0.2882634478
484	0.2882178597
485	0.2881557853
486	0.2881121739
487	0.288054475
488	0.2880337204
489	0.2879928934
490	0.287949995
491	0.2879271711
492	0.2878950074
493	0.2878646607
494	0.2878238441
495	0.2877873609
496	0.2877426486
497	0.2877105851
498	0.2875742222
499	0.2875418703
500	0.2874828893
501	0.2874479657
502	0.2874176778
503	0.2873827899
504	0.2873368795
505	0.2872964371
506	0.2871943124
507	0.2871239739
508	0.2870215479
509	0.2869773327
510	0.2869535605
511	0.2868887949
512	0.2868355508
513	0.2867735014
514	0.2867417983
515	0.2866710214
516	0.2866093993
517	0.2865590601
518	0.2865033817
519	0.2864684066
520	0.2863705646
521	0.2863100937
522	0.2862915991
523	0.2862441454
524	0.286201723
525	0.28614629
526	0.2861177115
527	0.2860603096
528	0.2860251018
529	0.285958816
530	0.2859242436
531	0.2858865203
532	0.2858363039
533	0.285782006
534	0.285745635
535	0.2856866221
536	0.2856603689
537	0.2856210113
538	0.285588041
539	0.2855323226
540	0.2854972596
541	0.2854638564
542	0.2854179639
543	0.2853419383
544	0.2853066331
545	0.2852744663
546	0.2852426258
547	0.2851902346
548	0.2850756167
549	0.2850229507
550	0.2849883269
551	0.2849379469
552	0.2849008917
553	0.284819205
554	0.28475121
555	0.2847165829
556	0.2846506349
557	0.2846160166
558	0.2845671489
559	0.2845318414
560	0.2844716846
561	0.2844439568
562	0.2844024908
563	0.2843593407
564	0.284305332
565	0.2842538334
566	0.2842020785
567	0.2841605437
568	0.284083546
569	0.2839990637
570	0.2839447973
571	0.2839185562
572	0.2838875266
573	0.2838446986
574	0.2837971986
575	0.2837490772
576	0.2837172898
577	0.283694025
578	0.2836629488
579	0.2836288269
580	0.2835730593
581	0.2835348811
582	0.2834645116
583	0.2834346489
584	0.2833882125
585	0.2833198367
586	0.2832613101
587	0.2832390546
588	0.2831949901
589	0.2831014183
590	0.283052895
591	0.2829598749
592	0.2829069046
593	0.2828806727
594	0.2828508646
595	0.2827291743
596	0.2827029105
597	0.282666363
598	0.2826079608
599	0.2825864806
600	0.2825589156
601	0.2825190044
602	0.2824678313
603	0.2824342375
604	0.2823717519
605	0.2823223339
606	0.2822783959
607	0.2822382061
608	0.2821595423
609	0.2821098151
610	0.2820603051
611	0.2820280961
612	0.2819526602
613	0.2818732185
614	0.2818241446
615	0.2817824601
616	0.2817403487
617	0.2816809543
618	0.2816221497
619	0.2815589809
620	0.2814752105
621	0.2814556007
622	0.2814273152
623	0.2813932665
624	0.2813459535
625	0.2812392447
626	0.2812074162
627	0.2811802891
628	0.2811479618
629	0.2810959339
630	0.2810761059
631	0.2810426595
632	0.2809890588
633	0.2809732385
634	0.280930951
635	0.2809040792
636	0.2808818552
637	0.2808624739
638	0.2808369744
639	0.2807940127
640	0.2807688444
641	0.2807301442
642	0.2806767455
643	0.280630993
644	0.280615478
645	0.2805814689
646	0.2805327671
647	0.2804970302
648	0.2803879112
649	0.2803680474
650	0.2803503846
651	0.2803202178
652	0.2802868467
653	0.2802561808
654	0.2802249633
655	0.2801986788
656	0.2801630763
657	0.2801223249
658	0.28010346
659	0.2800756067
660	0.2800597658
661	0.2800160336
662	0.2799927087
663	0.2799681214
664	0.2799231127
665	0.2798707255
666	0.2798106592
667	0.2797993547
668	0.2797788516
669	0.2797227537
670	0.2796763632
671	0.2796479154
672	0.2795774821
673	0.2795483607
674	0.2795326538
675	0.2794243402
676	0.2793487012
677	0.2792696221
678	0.2792019968
679	0.2791235016
680	0.2790970453
681	0.2790019621
682	0.2789723306
683	0.2789452517
684	0.2789034642
685	0.2788654486
686	0.2788294586
687	0.2787732154
688	0.2787248897
689	0.2786709564
690	0.2786219116
691	0.2785494052
692	0.2785043252
693	0.2784593857
694	0.2784133101
695	0.2783780892
696	0.2783527994
697	0.2783181153
698	0.2782362045
699	0.2782204446
700	0.2781822526
701	0.2781412742
702	0.2780618845
703	0.2780289549
704	0.2780045991
705	0.277965457
706	0.2779202512
707	0.2778867015
708	0.277804979
709	0.2777731329
710	0.27775302
711	0.2777402856
712	0.2777041403
713	0.2776730725
714	0.2776313256
715	0.2775751188
716	0.2775461303
717	0.2775061507
718	0.2774500184
719	0.2774328786
720	0.2774175266
721	0.2773761564
722	0.2773388818
723	0.2773064721
724	0.2772571674
725	0.2772222349
726	0.2772047073
727	0.2771928237
728	0.2771601539
729	0.2771017534
730	0.2770575866
731	0.277034676
732	0.276977354
733	0.2769408651
734	0.2768976548
735	0.2768681391
736	0.2768414501
737	0.2767778409
738	0.2767550819
739	0.2767140397
740	0.276646662
741	0.2766328483
742	0.2766117579
743	0.2765670341
744	0.2765225289
745	0.2764785085
746	0.2764569285
747	0.2764365369
748	0.276400929
749	0.2763739993
750	0.2763392959
751	0.2762670411
752	0.276223268
753	0.2761481568
754	0.2760888269
755	0.2760596974
756	0.275995647
757	0.2759810542
758	0.2759583132
759	0.275938592
760	0.2758994972
761	0.2758786427
762	0.2758517414
763	0.2757888247
764	0.2757496263
765	0.2756846079
766	0.2756301692
767	0.2755835389
768	0.2755294493
769	0.2755088636
770	0.2754682993
771	0.2754372975
772	0.2754194558
773	0.2753800303
774	0.2753158597
775	0.2752845801
776	0.2752148478
777	0.2752029126
778	0.2751495748
779	0.2751067779
780	0.2750792049
781	0.2750624586
782	0.2749962633
783	0.2749680374
784	0.2749236278
785	0.2748998234
786	0.274863801
787	0.2748320012
788	0.2747653445
789	0.2747314382
790	0.2747101593
791	0.274646064
792	0.2745853572
793	0.2745404577
794	0.274515123
795	0.2744787111
796	0.2744463594
797	0.274360799
798	0.2743349353
799	0.2743229594
800	0.274291392
801	0.2742550597
802	0.2742320805
803	0.2742014657
804	0.2741889838
805	0.274137595
806	0.2741119854
807	0.2740701957
808	0.2740494889
809	0.274009392
810	0.2739462485
811	0.273919921
812	0.2739054578
813	0.2738501151
814	0.2738079153
815	0.2737499311
816	0.2737064536
817	0.2736768786
818	0.2736527895
819	0.2736211519
820	0.2736011278
821	0.2735839031
822	0.2735267443
823	0.2734760726
824	0.2734570697
825	0.2734174599
826	0.2733977224
827	0.2733555161
828	0.2733455897
829	0.2733263817
830	0.2732741075
831	0.2732473215
832	0.2732042591
833	0.2731867509
834	0.2731661564
835	0.2731323293
836	0.2730795618
837	0.2729396313
838	0.2729242297
839	0.272902672
840	0.2728787677
841	0.2727970165
842	0.2727831961
843	0.2727487326
844	0.2727081125
845	0.2726686075
846	0.2726457707
847	0.2726206684
848	0.2725856655
849	0.2725646655
850	0.2725298341
851	0.2724808577
852	0.2724391696
853	0.2723865987
854	0.272332108
855	0.272298013
856	0.2722719594
857	0.2722513192
858	0.272217695
859	0.2721655067
860	0.2721376503
861	0.2720905703
862	0.2720266468
863	0.2720077619
864	0.2719704779
865	0.2719293596
866	0.2718843737
867	0.2718464514
868	0.2718090849
869	0.2717917478
870	0.2717533996
871	0.271736181
872	0.2716913111
873	0.2716563042
874	0.2716263094
875	0.2716108039
876	0.2715894031
877	0.2715664759
878	0.2715417145
879	0.2715044782
880	0.2714837656
881	0.2714730805
882	0.2714393562
883	0.2714001123
884	0.2713776487
885	0.2712392368
886	0.2712023248
887	0.2711640047
888	0.2711105302
889	0.2710822285
890	0.2710627212
891	0.27104516
892	0.2710220001
893	0.2709902379
894	0.2709630346
895	0.2709258354
896	0.2708673577
897	0.2708403749
898	0.2708181249
899	0.2707709686
900	0.2707228337
901	0.2707028698
902	0.2706362795
903	0.2706211928
904	0.2705936373
905	0.2705607929
906	0.2705362937
907	0.2705189428
908	0.2704859629
909	0.2704369557
910	0.2704104383
911	0.2703781334
912	0.2703088204
913	0.2702658402
914	0.2702458604
915	0.2702030155
916	0.2701796607
917	0.2701641652
918	0.2701398804
919	0.2701009284
920	0.2700822986
921	0.2700539101
922	0.2700310935
923	0.2700099995
924	0.2699980368
925	0.2699659942
926	0.2699495463
927	0.2699379455
928	0.2698805769
929	0.2698624264
930	0.2698470344
931	0.2698203901
932	0.2697806599
933	0.2697519488
934	0.2697239449
935	0.2697061526
936	0.2696570521
937	0.2696361718
938	0.2695989318
939	0.269578265
940	0.2695668658
941	0.269515258
942	0.2694932102
943	0.2694429354
944	0.269411488
945	0.2693717889
946	0.2693072611
947	0.269241717
948	0.2692267827
949	0.2691955456
950	0.2691810517
951	0.2691651578
952	0.2691161001
953	0.2691012335
954	0.2690826406
955	0.269071276
956	0.2690435609
957	0.2689962578
958	0.2689639607
959	0.2689434971
960	0.2689070758
961	0.2688746343
962	0.2688532379
963	0.2688317307
964	0.2688090144
965	0.2687815726
966	0.2687561108
967	0.2687022542
968	0.2686648185
969	0.2686287384
970	0.268586759
971	0.2685687964
972	0.2685133629
973	0.2684988007
974	0.2684589489
975	0.2684385136
976	0.2683865147
977	0.2683541432
978	0.2683232628
979	0.2682991119
980	0.2682214364
981	0.2681955026
982	0.2681555931
983	0.268142737
984	0.2681242988
985	0.2680915092
986	0.2680591444
987	0.2680420825
988	0.2680042395
989	0.2679770656
990	0.2679296821
991	0.2679087717
992	0.267890326
993	0.2678739616
994	0.2678432146
995	0.2678044312
996	0.2677855324
997	0.2677616952
998	0.2677388495
999	0.2677010528
